"","id","name","date_from","date_to","lat_start","lon_start","species_count","taxon_count","record_count","imis_dasid","date_last_harvested"
"259",2538,"John Dory",1993,2008,49.53,-8.007,113,128,163508,2764,"9/29/2016 4:16:07"
"260",2651,"John Dory",2000,2010,38.851,1.952,327,415,18835,3056,"9/29/2016 3:06:22"
"261",3015,"John Dory",2009,2009,-28.12,32.56,1103,1190,1194,4563,"10/4/2016 16:15:13"
"262",2537,"John Dory",1997,2010,43.691,-11.347,191,204,260027,2759,"9/28/2016 23:57:18"
"263",2499,"John Dory",1991,2011,54.067,9.723,114,133,768651,2760,"9/29/2016 6:58:10"
"264",4288,"John Dory",2004,2011,51.227,2.433,110,126,3093,4447,"9/29/2016 13:13:13"
"265",3558,"John Dory",2000,2002,-47.25,106.25,372,390,60445,3964,"9/30/2016 13:26:53"
"266",3556,"John Dory",1993,1997,-42.739,146.547,334,421,13512,4056,"9/30/2016 13:29:14"
"267",2415,"John Dory",1826,2011,-77.883,-179.95,6972,8902,75785,2442,"11/3/2010 0:00:00"
"268",2536,"John Dory",2009,2009,39.568,3.106,338,435,3663,3006,"9/29/2016 2:51:18"
"269",4278,"John Dory",1980,1997,-20.927,114.808,829,1100,72442,5565,"9/30/2016 13:19:26"
"270",2552,"John Dory",1951,1957,-39.95,148.06,10,13,57247,3139,"9/28/2016 23:53:35"
"271",2517,"John Dory",1985,2011,48.067,-14.017,150,163,415764,2766,"9/29/2016 1:34:38"
"272",3422,"John Dory",1972,2014,-46.874,-159.787,2822,3191,22605,4542,"9/28/2016 19:03:00"
"273",2498,"John Dory",1987,2010,39.215,2.64,146,196,1330,3013,"9/28/2016 22:35:12"
"274",168,"John Dory",1985,2005,-34.832,11.748,166,201,2744958,3764,"12/4/2006 0:00:00"
"275",3882,"John Dory",2004,2012,51.183,2.334,143,165,6729,4450,"9/29/2016 12:19:02"
"276",47,"John Dory",1971,1996,51.423,-10.605,1364,1739,93003,345,"4/24/2016 10:13:07"
"277",103,"John Dory",1903,2014,48.894,-10.604,1659,2698,401614,746,"9/28/2016 18:37:33"
"278",721,"John Dory",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"279",2416,"John Dory",0,0,1.433,2.367,1286,1525,4152,4016,"11/24/2011 0:00:00"
"280",3889,"John Dory",0,0,-34.133,18.583,634,854,1958,NA,"10/6/2016 18:23:14"
"281",2508,"John Dory",2003,2009,39.642,3.183,103,142,4006,3059,"9/29/2016 5:16:07"
"282",2532,"John Dory",1970,1989,38.403,0.686,176,219,3704,3003,"9/29/2016 4:44:33"
"283",3545,"John Dory",1994,1994,-38.193,149.058,99,102,279,4776,"9/30/2016 13:36:30"
"284",2333,"John Dory",0,0,-4.71,37.906,2514,2689,3080,3765,"5/22/2011 0:00:00"
"285",2527,"John Dory",2007,2010,38.949,2.054,472,565,10574,3051,"9/29/2016 6:44:19"
"286",1695,"John Dory",1768,2008,-47.012,-149.625,5575,6535,22148,82,"9/29/2016 9:02:58"
"287",63,"John Dory",1961,2008,-54.209,-179.999,559,800,495696,875,"10/6/2016 15:06:47"
"288",3511,"John Dory",1643,2015,-81.995,-174.565,4475,6521,85257,5006,"4/25/2016 6:26:53"
"289",4371,"John Dory",1909,1995,-44.05,143.25,224,283,13800,5573,"9/30/2016 13:32:02"
"290",99,"John Dory",1908,2013,51.122,-5.714,2073,2492,43272,692,"9/28/2016 23:48:23"
"291",2417,"John Dory",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"292",2534,"John Dory",2001,2006,38.942,1.932,531,598,17864,3002,"9/28/2016 16:45:42"
"293",2500,"John Dory",1965,2011,49.841,-3.967,210,296,2960513,2763,"9/28/2016 19:31:45"
"294",2419,"John Dory",1975,2010,-75.052,-177.272,761,788,2874,4015,"9/28/2016 22:38:13"
"295",3116,"John Dory",1970,2012,-3.484,-18.538,182,185,453,4550,"9/28/2016 22:52:46"
"296",3064,"John Dory",2003,2011,51.433,-10.605,689,939,31210,4537,"9/29/2016 4:12:03"
"297",2418,"John Dory",1903,2011,-49.39,-157.29,2570,3131,20333,4014,"11/10/2011 0:00:00"
"298",140,"John Dory",1983,2006,17.103,5.142,183,221,7664,1982,"9/12/2006 0:00:00"
"299",128,"John Dory",1888,2009,-77.983,-178.75,3496,3961,44343,3772,"9/1/2009 0:00:00"
"300",3551,"John Dory",1991,1991,-35.09,111.448,255,275,1210,4775,"9/30/2016 13:13:00"
"301",89,"John Dory",1976,2007,49.403,-10.608,431,611,10046,641,"9/29/2016 4:34:46"
"302",2551,"John Dory",1937,1943,-42.8,148.14,9,12,61669,3138,"9/28/2016 23:45:55"
"303",2530,"John Dory",1987,2011,48.718,-3.967,169,198,390947,2761,"9/29/2016 6:18:07"
"304",73,"John Dory",1846,2005,-78.017,-175.337,4833,5334,118181,3657,"11/12/2005 0:00:00"
"305",2607,"John Dory",1966,2003,33.917,35.433,766,846,24314,3474,"9/28/2016 16:30:42"
"306",3053,"John Dory",1902,2014,51.252,-6.573,1859,2655,139388,2997,"9/29/2016 13:06:23"
"307",161,"John Dory",1983,2006,-37.983,10.22,487,700,201741,3762,"11/4/2006 0:00:00"
"308",71,"John Dory",1706,2005,-55.533,11.767,16166,18344,48349,3446,"1/6/2007 0:00:00"
"309",2432,"John Dory",0,0,-76.9,-179.363,1783,1871,9631,3676,""
"310",2493,"John Dory",2003,2008,50.139,-14.553,173,208,169548,2762,"9/29/2016 0:35:54"
"311",268,"John Dory",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"312",3560,"John Dory",1965,1978,-43.909,72.042,890,1146,74788,4773,"9/30/2016 13:22:47"
"313",4348,"John Dory",1980,1984,-43.692,122.375,529,623,9988,5571,"9/30/2016 12:59:59"
"314",75,"John Dory",1842,2005,-77.5,-179.267,1179,1182,9413,3783,"11/14/2005 0:00:00"
"315",3549,"John Dory",2003,2003,-35.984,158.979,569,978,4543,4772,"9/30/2016 12:59:18"
"316",3215,"John Dory",1985,2010,-20.578,11.214,592,970,65243,4728,"10/4/2016 16:21:35"
"317",3243,"John Dory",1868,2016,-75.975,-179.867,1403,1624,7568,4809,"10/6/2016 14:34:10"
"318",4322,"John Dory",1982,2015,-48.922,-177.985,277,279,939,5533,"10/6/2016 14:36:05"
"319",2797,"John Dory",1955,2003,-78.167,-179.997,413,633,38608,4352,"10/6/2016 15:38:54"
"320",3942,"John Dory",1989,1991,-39.049,172.043,103,105,4570,5228,"10/6/2016 15:59:15"
"321",2550,"John Dory",1918,1923,-51.32,100.4,9,12,17384,3137,"9/29/2016 1:11:50"
"322",503,"John Dory",1941,2008,32,123.5,1799,1899,27568,3421,"5/22/2011 0:00:00"
"323",2503,"John Dory",2003,2005,39.165,2.942,84,97,1729,3005,"9/29/2016 8:41:24"
"324",3216,"John Dory",1964,1987,-66.421,-179.988,422,717,111883,4848,"10/6/2016 15:42:07"
"325",1987,"John Dory",1954,2000,49.815,-13.63,2882,4076,584476,621,"9/29/2016 2:16:14"
"326",82,"John Dory",0,0,-67,-138.417,508,510,3286,3796,"11/15/2005 0:00:00"
"327",2489,"John Dory",2004,2005,39.193,2.665,303,345,4324,3053,"9/28/2016 16:46:59"
"328",3115,"John Dory",1902,2014,53.963,-7.296,1560,1953,118469,3233,"9/29/2016 1:01:36"
"329",2486,"John Dory",2000,2003,22.18,119.55,599,626,3529,4020,"4/20/2012 0:00:00"
"330",3582,"John Dory",2005,2008,51.459,2.667,95,103,2184,4449,"9/29/2016 1:24:11"
"331",3508,"John Dory",1996,2013,36.838,-37.45,143,153,9837,230,"9/29/2016 8:34:51"
"332",4296,"John Dory",2011,2011,38.47,-28.63,39,82,147059,5283,"9/29/2016 12:30:29"
"333",4286,"John Dory",1978,1978,-43.542,147.45,93,106,1135,5566,"9/30/2016 13:26:10"
"334",1986,"John Dory",1964,2004,47.428,-11.746,1509,2188,129635,640,"9/28/2016 17:40:00"
"335",3220,"John Dory",1873,1957,-78.414,-178.267,3367,3533,36461,4739,"10/6/2016 15:36:43"
"336",129,"Mahi Mahi",1829,2005,-77.85,-155.518,1779,2205,15136,3442,"7/7/2006 0:00:00"
"337",2403,"Mahi Mahi",1951,2011,-77.617,-179.971,1325,2115,12151,3869,"10/7/2011 0:00:00"
"338",2169,"Mahi Mahi",1993,1993,24.486,-96.314,46,74,3196,3423,"10/19/2016 4:55:38"
"339",3015,"Mahi Mahi",2009,2009,-28.12,32.56,1103,1190,1194,4563,"10/4/2016 16:15:13"
"340",2237,"Mahi Mahi",1992,1992,24.468,-96.32,44,71,1942,3250,"10/19/2016 4:34:44"
"341",573,"Mahi Mahi",1934,2006,-21.48,-117.21,1200,1402,12370,3686,"11/12/2008 0:00:00"
"342",2319,"Mahi Mahi",1875,2009,-16.683,-156.485,1090,2255,169236,3943,"2/17/2011 0:00:00"
"343",1435,"Mahi Mahi",1948,2008,28.783,-81.4,723,1033,460938,3406,"5/21/2009 0:00:00"
"344",3558,"Mahi Mahi",2000,2002,-47.25,106.25,372,390,60445,3964,"9/30/2016 13:26:53"
"345",2415,"Mahi Mahi",1826,2011,-77.883,-179.95,6972,8902,75785,2442,"11/3/2010 0:00:00"
"346",1495,"Mahi Mahi",1992,2005,1,-97.41,17,19,451827,3400,"9/2/2009 0:00:00"
"347",2142,"Mahi Mahi",1999,1999,24.314,-96.016,37,65,1276,3434,"10/19/2016 6:37:18"
"348",2484,"Mahi Mahi",0,0,-21.867,-24.133,70,102,231459,3126,"9/29/2016 9:06:31"
"349",168,"Mahi Mahi",1985,2005,-34.832,11.748,166,201,2744958,3764,"12/4/2006 0:00:00"
"350",721,"Mahi Mahi",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"351",2416,"Mahi Mahi",0,0,1.433,2.367,1286,1525,4152,4016,"11/24/2011 0:00:00"
"352",1433,"Mahi Mahi",0,0,-10,-118.67,1240,1267,63632,3760,"5/18/2009 0:00:00"
"353",4262,"Mahi Mahi",2000,2013,28.005,-31.538,15,18,381,4672,"9/28/2016 17:46:33"
"354",2508,"Mahi Mahi",2003,2009,39.642,3.183,103,142,4006,3059,"9/29/2016 5:16:07"
"355",4292,"Mahi Mahi",1900,2013,-35,-179.65,3735,5232,53266,5587,"10/6/2016 16:48:15"
"356",2532,"Mahi Mahi",1970,1989,38.403,0.686,176,219,3704,3003,"9/29/2016 4:44:33"
"357",3898,"Mahi Mahi",0,0,-34.133,18.583,645,663,1986,NA,"10/6/2016 18:13:57"
"358",1991,"Mahi Mahi",1994,1994,24.319,-95.816,47,74,2478,3283,"10/19/2016 5:25:20"
"359",2333,"Mahi Mahi",0,0,-4.71,37.906,2514,2689,3080,3765,"5/22/2011 0:00:00"
"360",3511,"Mahi Mahi",1643,2015,-81.995,-174.565,4475,6521,85257,5006,"4/25/2016 6:26:53"
"361",3854,"Mahi Mahi",0,0,8.81,10.276,503,519,889,NA,"10/6/2016 18:34:40"
"362",2140,"Mahi Mahi",1996,1996,24.285,-95.999,44,72,3549,3416,"10/19/2016 6:35:55"
"363",1668,"Mahi Mahi",0,0,19.752,-178.333,1170,1251,1257,3970,"7/13/2010 0:00:00"
"364",2474,"Mahi Mahi",0,0,-44.755,-42.426,196,270,89753,3125,"9/29/2016 4:56:15"
"365",2417,"Mahi Mahi",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"366",2419,"Mahi Mahi",1975,2010,-75.052,-177.272,761,788,2874,4015,"9/28/2016 22:38:13"
"367",230,"Mahi Mahi",1903,1909,41.26,-71.32,1305,1433,46294,3436,"2/6/2008 0:00:00"
"368",2418,"Mahi Mahi",1903,2011,-49.39,-157.29,2570,3131,20333,4014,"11/10/2011 0:00:00"
"369",3885,"Mahi Mahi",0,0,1,34.917,96,114,210,5169,"10/6/2016 11:05:53"
"370",128,"Mahi Mahi",1888,2009,-77.983,-178.75,3496,3961,44343,3772,"9/1/2009 0:00:00"
"371",38,"Mahi Mahi",1970,1995,5.34,-86.18,266,273,466736,4106,"8/10/2007 0:00:00"
"372",119,"Mahi Mahi",1890,2005,-65.017,-180,902,1160,86025,3949,"6/28/2006 0:00:00"
"373",2411,"Mahi Mahi",1965,1992,-35.85,-57.8,313,480,17519,3721,"10/10/2016 13:05:49"
"374",2143,"Mahi Mahi",1994,1997,33.781,-124.819,83,116,14895,3258,"10/19/2016 3:01:59"
"375",73,"Mahi Mahi",1846,2005,-78.017,-175.337,4833,5334,118181,3657,"11/12/2005 0:00:00"
"376",2420,"Mahi Mahi",1961,2008,-31.248,-50.97,1205,1967,14490,3727,"10/10/2016 13:00:17"
"377",2198,"Mahi Mahi",1995,1995,16.157,-82.437,23,42,1484,3303,"10/19/2016 4:14:06"
"378",1665,"Mahi Mahi",1973,1980,27.35,-81.31,207,436,7669,3847,"7/12/2010 0:00:00"
"379",2607,"Mahi Mahi",1966,2003,33.917,35.433,766,846,24314,3474,"9/28/2016 16:30:42"
"380",4258,"Mahi Mahi",2005,2013,26.954,-37.783,19,21,728,4674,"9/29/2016 5:00:11"
"381",2032,"Mahi Mahi",1995,1997,33.958,-121.173,71,93,15130,3254,"10/19/2016 4:27:28"
"382",2107,"Mahi Mahi",1995,1995,35.247,-75.965,9,18,827,3409,"10/19/2016 7:13:34"
"383",1545,"Mahi Mahi",0,0,18.211,-97.794,12878,13474,126292,3399,"1/12/2010 0:00:00"
"384",71,"Mahi Mahi",1706,2005,-55.533,11.767,16166,18344,48349,3446,"1/6/2007 0:00:00"
"385",2432,"Mahi Mahi",0,0,-76.9,-179.363,1783,1871,9631,3676,""
"386",268,"Mahi Mahi",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"387",1663,"Mahi Mahi",1979,1979,32.35,-79.02,223,377,1995,3841,"7/12/2010 0:00:00"
"388",29,"Mahi Mahi",1905,2015,-68.991,-159,1995,2747,139692,4108,"9/29/2016 17:20:50"
"389",1502,"Mahi Mahi",1905,2009,1.502,-112.454,3239,4248,34733,3402,"9/28/2009 0:00:00"
"390",3543,"Mahi Mahi",1984,1985,-18.517,121.6,62,76,2902,4770,"9/30/2016 12:56:48"
"391",2068,"Mahi Mahi",1997,1997,24.48,-96.014,34,65,2103,3431,"10/18/2016 18:16:12"
"392",2236,"Mahi Mahi",2000,2000,10,-87.392,38,65,835,3289,"10/19/2016 3:30:08"
"393",65,"Mahi Mahi",1870,2005,-52.935,-180,2177,2780,7998,3803,"5/15/2006 0:00:00"
"394",75,"Mahi Mahi",1842,2005,-77.5,-179.267,1179,1182,9413,3783,"11/14/2005 0:00:00"
"395",1661,"Mahi Mahi",1983,2000,27.93,-80.14,28,30,277,3835,"7/12/2010 0:00:00"
"396",2199,"Mahi Mahi",1994,1994,24.005,-89.276,29,53,1768,3282,"10/19/2016 4:01:07"
"397",2031,"Mahi Mahi",1998,1998,24.369,-81.402,33,60,1031,3253,"10/18/2016 18:10:08"
"398",2503,"Mahi Mahi",2003,2005,39.165,2.942,84,97,1729,3005,"9/29/2016 8:41:24"
"399",2070,"Mahi Mahi",1992,1992,26.467,-81.422,11,24,871,3412,"10/19/2016 2:27:05"
"400",3062,"Mahi Mahi",1965,2013,-79.583,-179.993,51,51,411926,4823,"10/6/2016 14:39:45"
"401",82,"Mahi Mahi",0,0,-67,-138.417,508,510,3286,3796,"11/15/2005 0:00:00"
"402",2489,"Mahi Mahi",2004,2005,39.193,2.665,303,345,4324,3053,"9/28/2016 16:46:59"
"403",34,"Mahi Mahi",0,0,-40.18,-124.03,99,124,785,4139,"9/29/2016 18:15:46"
"404",32,"Mahi Mahi",0,0,0,-178.933,1360,1750,43352,4126,""
"405",2491,"Mahi Mahi",1996,1997,39.29,1.873,61,121,1046,3010,"9/29/2016 1:09:05"
"406",2168,"Mahi Mahi",2001,2001,24.087,-96.028,32,61,825,3429,"10/19/2016 6:20:37"
"407",2539,"Mahi Mahi",1988,1990,39.519,2.609,35,46,291,3046,"9/28/2016 22:58:27"
"408",10,"Mahi Mahi",1869,2009,-54.733,-180.002,2922,3773,18632,1988,"5/11/2010 0:00:00"
"409",1993,"Mahi Mahi",1989,1990,42.027,-126.887,20,25,1905,3257,"10/19/2016 6:34:32"
"410",3508,"Mahi Mahi",1996,2013,36.838,-37.45,143,153,9837,230,"9/29/2016 8:34:51"
"411",2496,"Mahi Mahi",1995,1996,39.326,3.395,11,12,77,3017,"9/29/2016 8:32:06"
"412",90,"Mahi Mahi",1996,1999,-34.682,-52.212,162,189,1886,3719,"10/10/2016 13:07:27"
"413",2564,"Mahi Mahi",1998,2006,-1.409,-92.012,61,80,10566,3152,"9/29/2016 8:11:30"
"414",2542,"monkfish",2004,2013,47.255,-69.328,101,138,25560,4246,"9/29/2016 17:58:12"
"415",34,"monkfish",0,0,-40.18,-124.03,99,124,785,4139,"9/29/2016 18:15:46"
"416",2672,"monkfish",0,0,45.699,-69.381,64,70,87708,4310,"11/12/2015 22:23:03"
"417",32,"monkfish",0,0,0,-178.933,1360,1750,43352,4126,""
"418",36,"monkfish",0,0,44.85,-65.4,2145,2294,2381,4107,"8/15/2007 0:00:00"
"419",2409,"monkfish",1972,1975,45.825,-64.575,32,47,3161,4116,"8/15/2011 0:00:00"
"420",2417,"monkfish",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"421",1693,"monkfish",2000,2009,42.852,-70.801,125,147,38661,3829,"9/15/2010 0:00:00"
"422",38,"monkfish",1970,1995,5.34,-86.18,266,273,466736,4106,"8/10/2007 0:00:00"
"423",2339,"monkfish",1995,1999,40.45,-68.99,166,342,15307,3952,"5/22/2011 0:00:00"
"424",1506,"monkfish",1986,2010,28.756,-81.44,378,402,184411,3391,"5/22/2011 0:00:00"
"425",2348,"monkfish",1988,2009,45.901,-65.641,32,33,35007,4129,"7/26/2011 0:00:00"
"426",2684,"monkfish",1970,2014,45.693,-65.915,135,203,78218,4322,"9/29/2016 17:28:47"
"427",30,"monkfish",1903,2000,12.5,-73.5,101,148,4089,4132,"10/31/2011 0:00:00"
"428",2319,"monkfish",1875,2009,-16.683,-156.485,1090,2255,169236,3943,"2/17/2011 0:00:00"
"429",1435,"monkfish",1948,2008,28.783,-81.4,723,1033,460938,3406,"5/21/2009 0:00:00"
"430",2415,"monkfish",1826,2011,-77.883,-179.95,6972,8902,75785,2442,"11/3/2010 0:00:00"
"431",3414,"monkfish",2007,2013,35.156,-76.108,191,219,37190,4883,"4/24/2016 23:45:09"
"432",2671,"monkfish",1833,2012,46.9,-70.88,140,185,27546,4309,"9/29/2016 18:23:22"
"433",268,"monkfish",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"434",2954,"monkfish",2007,2009,41.6,-67.23,12,16,1540,4942,"9/29/2016 17:31:23"
"435",29,"monkfish",1905,2015,-68.991,-159,1995,2747,139692,4108,"9/29/2016 17:20:50"
"436",237,"monkfish",1970,2015,39.972,-69.976,272,376,163619,4130,"9/29/2016 18:02:42"
"437",1694,"monkfish",1900,1989,24.167,-82,1749,2679,225432,3981,"9/15/2010 0:00:00"
"438",721,"monkfish",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"439",1659,"monkfish",1973,1980,28.74,-81.37,411,530,16826,3394,"7/12/2010 0:00:00"
"440",2673,"monkfish",1902,2012,10.677,-139.95,1325,1715,9875,4311,"9/29/2016 18:54:11"
"441",3413,"monkfish",2002,2013,36.933,-76.517,133,164,24348,4882,"4/25/2016 3:28:29"
"442",2814,"monkfish",1971,2011,42.01,-60.92,365,701,540848,4757,"9/29/2016 18:26:23"
"443",3511,"monkfish",1643,2015,-81.995,-174.565,4475,6521,85257,5006,"4/25/2016 6:26:53"
"444",32,"Redfish",0,0,0,-178.933,1360,1750,43352,4126,""
"445",2671,"Redfish",1833,2012,46.9,-70.88,140,185,27546,4309,"9/29/2016 18:23:22"
"446",268,"Redfish",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"447",36,"Redfish",0,0,44.85,-65.4,2145,2294,2381,4107,"8/15/2007 0:00:00"
"448",2417,"Redfish",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"449",29,"Redfish",1905,2015,-68.991,-159,1995,2747,139692,4108,"9/29/2016 17:20:50"
"450",1435,"Redfish",1948,2008,28.783,-81.4,723,1033,460938,3406,"5/21/2009 0:00:00"
"451",3511,"Redfish",1643,2015,-81.995,-174.565,4475,6521,85257,5006,"4/25/2016 6:26:53"
"452",1693,"Redfish",2000,2009,42.852,-70.801,125,147,38661,3829,"9/15/2010 0:00:00"
"453",721,"Redfish",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"454",38,"Redfish",1970,1995,5.34,-86.18,266,273,466736,4106,"8/10/2007 0:00:00"
"455",30,"Redfish",1903,2000,12.5,-73.5,101,148,4089,4132,"10/31/2011 0:00:00"
"456",34,"Silver Hake",0,0,-40.18,-124.03,99,124,785,4139,"9/29/2016 18:15:46"
"457",2672,"Silver Hake",0,0,45.699,-69.381,64,70,87708,4310,"11/12/2015 22:23:03"
"458",32,"Silver Hake",0,0,0,-178.933,1360,1750,43352,4126,""
"459",36,"Silver Hake",0,0,44.85,-65.4,2145,2294,2381,4107,"8/15/2007 0:00:00"
"460",2409,"Silver Hake",1972,1975,45.825,-64.575,32,47,3161,4116,"8/15/2011 0:00:00"
"461",2417,"Silver Hake",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"462",230,"Silver Hake",1903,1909,41.26,-71.32,1305,1433,46294,3436,"2/6/2008 0:00:00"
"463",1693,"Silver Hake",2000,2009,42.852,-70.801,125,147,38661,3829,"9/15/2010 0:00:00"
"464",38,"Silver Hake",1970,1995,5.34,-86.18,266,273,466736,4106,"8/10/2007 0:00:00"
"465",128,"Silver Hake",1888,2009,-77.983,-178.75,3496,3961,44343,3772,"9/1/2009 0:00:00"
"466",2328,"Silver Hake",1899,2010,40.15,-69.45,123,333,66620,4110,"9/29/2011 0:00:00"
"467",2348,"Silver Hake",1988,2009,45.901,-65.641,32,33,35007,4129,"7/26/2011 0:00:00"
"468",2684,"Silver Hake",1970,2014,45.693,-65.915,135,203,78218,4322,"9/29/2016 17:28:47"
"469",30,"Silver Hake",1903,2000,12.5,-73.5,101,148,4089,4132,"10/31/2011 0:00:00"
"470",2319,"Silver Hake",1875,2009,-16.683,-156.485,1090,2255,169236,3943,"2/17/2011 0:00:00"
"471",1435,"Silver Hake",1948,2008,28.783,-81.4,723,1033,460938,3406,"5/21/2009 0:00:00"
"472",2415,"Silver Hake",1826,2011,-77.883,-179.95,6972,8902,75785,2442,"11/3/2010 0:00:00"
"473",3414,"Silver Hake",2007,2013,35.156,-76.108,191,219,37190,4883,"4/24/2016 23:45:09"
"474",2671,"Silver Hake",1833,2012,46.9,-70.88,140,185,27546,4309,"9/29/2016 18:23:22"
"475",268,"Silver Hake",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"476",1663,"Silver Hake",1979,1979,32.35,-79.02,223,377,1995,3841,"7/12/2010 0:00:00"
"477",3422,"Silver Hake",1972,2014,-46.874,-159.787,2822,3191,22605,4542,"9/28/2016 19:03:00"
"478",29,"Silver Hake",1905,2015,-68.991,-159,1995,2747,139692,4108,"9/29/2016 17:20:50"
"479",237,"Silver Hake",1970,2015,39.972,-69.976,272,376,163619,4130,"9/29/2016 18:02:42"
"480",1694,"Silver Hake",1900,1989,24.167,-82,1749,2679,225432,3981,"9/15/2010 0:00:00"
"481",721,"Silver Hake",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"482",2318,"Silver Hake",2001,2005,39,-74,50,56,517,3679,"2/16/2011 0:00:00"
"483",1659,"Silver Hake",1973,1980,28.74,-81.37,411,530,16826,3394,"7/12/2010 0:00:00"
"484",2673,"Silver Hake",1902,2012,10.677,-139.95,1325,1715,9875,4311,"9/29/2016 18:54:11"
"485",2293,"Silver Hake",2005,2015,57.614,-79.734,307,519,95237,4127,"9/29/2016 18:18:38"
"486",3413,"Silver Hake",2002,2013,36.933,-76.517,133,164,24348,4882,"4/25/2016 3:28:29"
"487",2814,"Silver Hake",1971,2011,42.01,-60.92,365,701,540848,4757,"9/29/2016 18:26:23"
"488",3511,"Silver Hake",1643,2015,-81.995,-174.565,4475,6521,85257,5006,"4/25/2016 6:26:53"
"489",2670,"Silver Hake",1967,2006,31.92,-90.06,445,782,113378,4308,"9/29/2016 17:26:50"
"490",2542,"Silver Hake",2004,2013,47.255,-69.328,101,138,25560,4246,"9/29/2016 17:58:12"
"491",2663,"SStriped Bass",2010,2011,44.942,-64.389,3,3,230,4337,"6/26/2013 0:00:00"
"492",34,"SStriped Bass",0,0,-40.18,-124.03,99,124,785,4139,"9/29/2016 18:15:46"
"493",1668,"SStriped Bass",0,0,19.752,-178.333,1170,1251,1257,3970,"7/13/2010 0:00:00"
"494",32,"SStriped Bass",0,0,0,-178.933,1360,1750,43352,4126,""
"495",36,"SStriped Bass",0,0,44.85,-65.4,2145,2294,2381,4107,"8/15/2007 0:00:00"
"496",2417,"SStriped Bass",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"497",230,"SStriped Bass",1903,1909,41.26,-71.32,1305,1433,46294,3436,"2/6/2008 0:00:00"
"498",1693,"SStriped Bass",2000,2009,42.852,-70.801,125,147,38661,3829,"9/15/2010 0:00:00"
"499",2418,"SStriped Bass",1903,2011,-49.39,-157.29,2570,3131,20333,4014,"11/10/2011 0:00:00"
"500",223,"SStriped Bass",2002,2005,32.184,-80.931,274,444,6307,3685,"7/20/2007 0:00:00"
"501",2661,"SStriped Bass",2008,2011,44.942,-64.382,2,2,252,4335,"6/26/2013 0:00:00"
"502",2319,"SStriped Bass",1875,2009,-16.683,-156.485,1090,2255,169236,3943,"2/17/2011 0:00:00"
"503",3413,"SStriped Bass",2002,2013,36.933,-76.517,133,164,24348,4882,"4/25/2016 3:28:29"
"504",3946,"SStriped Bass",1874,2014,8.635,-170.23,57,63,5006,5236,"9/30/2016 21:45:28"
"505",1435,"SStriped Bass",1948,2008,28.783,-81.4,723,1033,460938,3406,"5/21/2009 0:00:00"
"506",33,"SStriped Bass",1929,2003,0,-68.683,36,37,1365,3386,"7/13/2007 0:00:00"
"507",2415,"SStriped Bass",1826,2011,-77.883,-179.95,6972,8902,75785,2442,"11/3/2010 0:00:00"
"508",3414,"SStriped Bass",2007,2013,35.156,-76.108,191,219,37190,4883,"4/24/2016 23:45:09"
"509",2406,"SStriped Bass",2004,2014,45.624,-65.661,32,40,39220,4128,"9/29/2016 17:18:31"
"510",1545,"SStriped Bass",0,0,18.211,-97.794,12878,13474,126292,3399,"1/12/2010 0:00:00"
"511",2671,"SStriped Bass",1833,2012,46.9,-70.88,140,185,27546,4309,"9/29/2016 18:23:22"
"512",268,"SStriped Bass",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"513",3422,"SStriped Bass",1972,2014,-46.874,-159.787,2822,3191,22605,4542,"9/28/2016 19:03:00"
"514",29,"SStriped Bass",1905,2015,-68.991,-159,1995,2747,139692,4108,"9/29/2016 17:20:50"
"515",721,"SStriped Bass",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"516",2673,"SStriped Bass",1902,2012,10.677,-139.95,1325,1715,9875,4311,"9/29/2016 18:54:11"
"517",1504,"Summer Flounder",1988,2000,27.27,-80.91,90,101,15106,3836,"10/8/2009 0:00:00"
"518",32,"Summer Flounder",0,0,0,-178.933,1360,1750,43352,4126,""
"519",36,"Summer Flounder",0,0,44.85,-65.4,2145,2294,2381,4107,"8/15/2007 0:00:00"
